Disease ID,Disease Name,Num Genes (total),Num Genes (in PPI),Num Components,Num Internal Edges,Size of largest pathway component,Density of pathway,Conductance,Network Modularity,Distance of Pathway Components,Spatial Network Association (p-value)
C0036920,Sezary Syndrome,26,26,10,43,0.6153846153846154,0.13230769230769232,0.9793616510679146,0.00017712820584689555,2.7215277777777778,
C1112705,Nuclear non-senile cataract,12,12,8,12,0.4166666666666667,0.18181818181818182,0.8674033149171271,6.996332202997884e-05,2.857142857142857,
C0011884,Diabetic Retinopathy,19,16,14,11,0.125,0.09166666666666666,0.9800543970988214,5.9071092863605034e-05,2.760989010989011,
C1384666,hearing impairment,43,35,35,14,0.02857142857142857,0.023529411764705882,0.9808087731322824,7.270595603516795e-05,2.957983193277311,
C0033975,Psychotic Disorders,20,17,13,14,0.23529411764705882,0.10294117647058823,0.9899425287356322,4.8722562229676923e-05,2.6538461538461537,
C0003469,Anxiety Disorders,37,34,24,25,0.20588235294117646,0.044563279857397504,0.9848300970873787,9.970380538274468e-05,3.1319013112491376,
C1261502,Finding of Mean Corpuscular Hemoglobin,15,15,13,8,0.2,0.0761904761904762,0.9702602230483272,4.550061656022557e-05,2.8461538461538463,
C0022665,Kidney Neoplasm,27,27,16,41,0.37037037037037035,0.1168091168091168,0.971157228279986,0.00020503820889142678,2.703888888888889,
C0026603,Motion Sickness,17,14,14,1,0.07142857142857142,0.01098901098901099,0.9942528735632183,5.325292687057019e-06,2.989010989010989,
C0024305,"Lymphoma, Non-Hodgkin",22,22,14,24,0.22727272727272727,0.1038961038961039,0.9767103347889374,0.00012208534707992184,2.9862637362637363,
C0024301,"Lymphoma, Follicular",23,21,17,16,0.14285714285714285,0.0761904761904762,0.9791666666666666,8.340599724717628e-05,2.9027777777777777,
C0040028,"Thrombocythemia, Essential",12,12,10,10,0.25,0.15151515151515152,0.9870466321243523,4.824934242563232e-05,2.5407407407407407,
C0003864,Arthritis,10,9,9,3,0.1111111111111111,0.08333333333333333,0.9867256637168141,1.665420755969566e-05,3.2222222222222223,
C0020649,Hypotension,53,53,38,42,0.09433962264150944,0.030478955007256895,0.9455958549222798,0.00023519089106112964,3.040908013276434,
C0035126,Reperfusion Injury,85,85,33,179,0.5764705882352941,0.050140056022408966,0.9546892798379952,0.0007793952825703659,2.899679189857761,
C0018843,Heat Stroke,12,12,4,30,0.75,0.45454545454545453,0.973568281938326,0.00015327538603334014,2.0555555555555554,
C0018923,Hemangiosarcoma,18,18,5,29,0.6111111111111112,0.1895424836601307,0.9820043437790879,0.00012510163700584967,2.9136363636363636,
C0013182,Drug Allergy,35,35,30,20,0.08571428571428572,0.03361344537815126,0.9767711962833914,0.00010418854079556817,3.1442528735632185,
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,14,14,10,7,0.21428571428571427,0.07692307692307693,0.9583333333333334,4.041184845495148e-05,3.2462962962962965,
C0025149,Medulloblastoma,45,44,20,52,0.5454545454545454,0.05496828752642706,0.9728672058439864,0.00024110429143033935,2.775548245614035,
C0008924,Cleft Lip,26,25,13,34,0.36,0.11333333333333333,0.9611872146118722,0.00018553086490541836,2.9709757834757835,
C0008925,Cleft Palate,40,40,17,57,0.325,0.07307692307692308,0.9581804842259721,0.0003012885992431651,2.705646681749623,
C0151786,Muscle Weakness,93,91,70,50,0.1978021978021978,0.01221001221001221,0.98001998001998,0.00018523254718868623,3.2619737750172533,
C0027643,"Neoplasm Recurrence, Local",25,24,13,35,0.5,0.12681159420289856,0.984187937655297,0.00012086067838954956,2.7371794871794872,
C0004114,Astrocytoma,24,24,10,42,0.5416666666666666,0.15217391304347827,0.9786802030456853,0.00017913697118726664,2.544017094017094,
C1260899,"Anemia, Diamond-Blackfan",16,15,2,82,0.9333333333333333,0.780952380952381,0.9498470948012232,0.0004334217148171484,2.0,
C1565489,Renal Insufficiency,10,10,7,9,0.4,0.2,0.9478260869565217,5.2069548877895126e-05,2.857142857142857,
C0025286,Meningioma,12,12,8,13,0.25,0.19696969696969696,0.974,7.16789955143245e-05,2.734126984126984,
C0006625,Cachexia,10,10,7,9,0.3,0.2,0.9689655172413794,5.1142225254292126e-05,2.7142857142857144,
C0035229,Respiratory Insufficiency,11,11,11,4,0.09090909090909091,0.07272727272727272,0.9806763285024155,2.263651676616756e-05,2.8363636363636364,
C0035228,Respiratory Hypersensitivity,18,18,15,12,0.16666666666666666,0.0784313725490196,0.97847533632287,6.479947217300581e-05,2.8285714285714287,
C2931822,Nasopharyngeal carcinoma,22,20,9,24,0.6,0.12631578947368421,0.9823853211009175,0.00010852838122579238,2.8171296296296298,
C0020429,Hyperalgesia,71,69,44,80,0.2753623188405797,0.03410059676044331,0.9488163787587972,0.00042566696434963406,3.3516885501279625,
C0339527,Leber Congenital Amaurosis,22,21,20,4,0.09523809523809523,0.01904761904761905,0.9903961584633854,2.0407557124851782e-05,3.068421052631579,
C1720824,Sudden Cardiac Arrest,17,15,14,6,0.13333333333333333,0.05714285714285714,0.9887640449438202,3.018562855423959e-05,2.857142857142857,
C3714756,Intellectual Disability,129,127,93,67,0.05511811023622047,0.00837395325584302,0.9782714447867683,0.00022916450118756984,2.9238466740132236,
C0018213,Graves Disease,23,15,15,7,0.06666666666666667,0.06666666666666667,0.9577039274924471,4.042607559372374e-05,3.019047619047619,
C0235032,Neurotoxicity Syndromes,26,26,18,18,0.34615384615384615,0.055384615384615386,0.9774153074027604,9.431539283214582e-05,3.3609295570079882,
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",10,10,9,4,0.2,0.08888888888888889,0.972972972972973,2.2993922968308994e-05,2.486111111111111,
C0004238,Atrial Fibrillation,26,26,22,16,0.19230769230769232,0.04923076923076923,0.9647188533627343,8.996134659341735e-05,2.984415584415584,
C0019189,"Hepatitis, Chronic",22,22,10,30,0.45454545454545453,0.12987012987012986,0.9676724137931034,0.00016056242837982166,2.631111111111111,
C0004943,Behcet Syndrome,27,24,18,25,0.125,0.09057971014492754,0.9582289055973267,0.00013993570932827217,2.948075526506899,
C0011854,"Diabetes Mellitus, Insulin-Dependent",77,71,53,46,0.1267605633802817,0.01851106639839034,0.9612631578947368,0.0002446655212974548,3.241029672633446,
C0011853,"Diabetes Mellitus, Experimental",106,106,27,210,0.7452830188679245,0.03773584905660377,0.9484472812078065,0.0009436535248572141,3.1112193010927185,
C0242422,Parkinsonian Disorders,23,22,14,29,0.4090909090909091,0.12554112554112554,0.9755377477857444,0.00014543380949239422,2.8009768009768012,
C0027540,Necrosis,52,51,22,66,0.45098039215686275,0.05176470588235294,0.9769794209975584,0.0002453058875851198,2.9115565593826465,
C0085207,Gestational Diabetes,12,12,11,7,0.16666666666666666,0.10606060606060606,0.9793205317577548,3.8938228299703746e-05,2.8181818181818183,
C0086445,Idiopathic Membranous Glomerulonephritis,21,16,15,6,0.125,0.05,0.9859649122807017,3.193298141848036e-05,3.019047619047619,
C0020517,Hypersensitivity,63,63,36,66,0.19047619047619047,0.03379416282642089,0.9493865030674846,0.00035655098681369377,3.12215873015873,
C0027092,Myopia,35,29,25,14,0.10344827586206896,0.034482758620689655,0.9825109306683323,7.085228997007638e-05,3.172962962962963,
C0020452,Hyperemia,13,13,12,8,0.15384615384615385,0.10256410256410256,0.9692307692307692,4.558185842835585e-05,2.772727272727273,
C0040427,Tooth Abnormalities,10,10,10,5,0.1,0.1111111111111111,0.9773242630385488,2.837995935209807e-05,2.7555555555555555,
C0020456,Hyperglycemia,20,20,10,23,0.55,0.12105263157894737,0.9680998613037448,0.00012549365333589115,2.9878787878787882,
C0028326,Noonan Syndrome,17,17,6,32,0.7058823529411765,0.23529411764705882,0.9474116680361545,0.00018062321019613164,3.055555555555556,
C0020459,Hyperinsulinism,16,16,13,14,0.1875,0.11666666666666667,0.9614855570839065,7.953221825870275e-05,2.715811965811966,
C0013604,Edema,25,25,22,22,0.16,0.07333333333333333,0.9651070578905631,0.00012173884479579078,2.8051948051948052,
C0019829,Hodgkin Disease,18,15,12,10,0.2,0.09523809523809523,0.9833055091819699,5.229664131461734e-05,3.0580808080808084,
C0005944,Metabolic Bone Disorder,11,10,9,6,0.2,0.13333333333333333,0.9892086330935251,2.9776433007485984e-05,2.7083333333333335,
C0005941,"Bone Diseases, Developmental",25,24,24,6,0.041666666666666664,0.021739130434782608,0.9870828848223897,3.136980002469122e-05,2.963768115942029,
C0042514,"Tachycardia, Ventricular",10,10,10,6,0.1,0.13333333333333333,0.9766990291262136,3.392008823326353e-05,2.6666666666666665,
C0013421,Dystonia,14,13,13,7,0.07692307692307693,0.08974358974358974,0.9844789356984479,3.7422622087615546e-05,2.7051282051282053,
C1168401,Squamous cell carcinoma of the head and neck,25,24,15,25,0.4166666666666667,0.09057971014492754,0.9855491329479769,9.497713608916955e-05,3.04,
C0034065,Pulmonary Embolism,11,11,9,8,0.2727272727272727,0.14545454545454545,0.9473684210526315,4.6341139706296765e-05,3.1018518518518516,
C0034069,Pulmonary Fibrosis,48,48,29,60,0.3958333333333333,0.05319148936170213,0.9273167777104785,0.00033888711313202616,2.936155042779362,
C0037769,West Syndrome,15,15,13,7,0.13333333333333333,0.06666666666666667,0.9812834224598931,3.850661487774801e-05,2.8974358974358974,
C2937358,Cerebral Hemorrhage,28,28,14,41,0.5,0.10846560846560846,0.948068397720076,0.00022888267159414935,2.8500784929356353,
C0035828,Romano-Ward Syndrome,14,14,5,18,0.7142857142857143,0.1978021978021978,0.9675090252707581,9.991739590236855e-05,3.35,
C0026640,Mouth Neoplasms,43,42,13,79,0.7142857142857143,0.09175377468060394,0.9722612359550562,0.00032310378990185577,2.7585470085470085,
C0023890,Liver Cirrhosis,64,54,22,70,0.5740740740740741,0.04891684136967156,0.9574468085106383,0.00036275893374801936,3.0407066052227343,
C0028754,Obesity,298,258,131,280,0.42248062015503873,0.008445691189334298,0.952562473528166,0.0010412360147941623,3.2648060282777354,
C0023892,Biliary cirrhosis,33,32,29,17,0.0625,0.034274193548387094,0.9748334566987417,9.15263745153485e-05,3.1336206896551726,
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,44,43,20,58,0.46511627906976744,0.06423034330011074,0.9717624148003895,0.0002668398288277069,2.8596710526315787,
C0878544,Cardiomyopathies,90,90,32,139,0.6555555555555556,0.03470661672908864,0.9624932541824069,0.0005776624624771091,3.066976489885183,
C1832200,Peroxisome biogenesis disorders,11,11,1,23,1.0,0.41818181818181815,0.8413793103448276,0.000134005466756899,,
C0265965,Dyskeratosis Congenita,12,12,6,18,0.5833333333333334,0.2727272727272727,0.9394957983193277,0.00010364434740621148,2.8,
C0041948,Uremia,17,17,12,17,0.29411764705882354,0.125,0.979845880260818,8.717176942946015e-05,2.5287878787878784,
C0011581,Depressive disorder,37,36,25,31,0.19444444444444445,0.049206349206349205,0.9690927218344965,0.00016393305298182686,2.9576190476190476,
C0040053,Thrombosis,41,40,16,60,0.55,0.07692307692307693,0.8979591836734694,0.00034461561615584894,2.86344696969697,
C0027765,nervous system disorder,53,51,42,34,0.09803921568627451,0.02666666666666667,0.973735032831209,0.00017003067666732617,2.811962833914053,
C0024299,Lymphoma,21,19,14,12,0.21052631578947367,0.07017543859649122,0.9826338639652678,6.195532849282907e-05,2.688644688644689,
C0017661,IGA Glomerulonephritis,450,429,149,713,0.634032634032634,0.00776637692525543,0.9423092483210616,0.0015588474651637805,3.1465601692790304,
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",13,13,7,15,0.5384615384615384,0.19230769230769232,0.9794097460535347,7.857275879230977e-05,3.3537414965986394,
C0020672,"Hypothermia, natural",12,12,11,6,0.16666666666666666,0.09090909090909091,0.9785330948121646,3.371849372995912e-05,3.109090909090909,
C0086543,Cataract,21,21,15,22,0.3333333333333333,0.10476190476190476,0.9607493309545049,0.00012316147335005668,2.877551020408163,
C0524909,"Hepatitis B, Chronic",15,15,14,7,0.13333333333333333,0.06666666666666667,0.980225988700565,3.875506721974768e-05,2.967032967032967,
C0011609,Drug Eruptions,18,18,15,9,0.16666666666666666,0.058823529411764705,0.9777777777777777,4.977838229882722e-05,3.0714285714285716,
C0346647,Malignant neoplasm of pancreas,17,13,13,3,0.07692307692307693,0.038461538461538464,0.9883040935672515,1.6403088962394267e-05,2.7948717948717947,
C0038356,Stomach Neoplasms,284,282,61,791,0.7730496453900709,0.019964160419979303,0.9410888508229687,0.0015445833998490787,3.3025070603766644,
C0029463,Osteosarcoma,39,35,17,46,0.5142857142857142,0.0773109243697479,0.9820066497164092,0.00015720319828699508,2.83108660130719,
C0042900,Vitiligo,35,31,30,19,0.06451612903225806,0.04086021505376344,0.9723233794610342,0.00010295456794052198,2.8609195402298853,
C0038358,Gastric ulcer,18,18,14,16,0.1111111111111111,0.10457516339869281,0.96,9.074052880169147e-05,2.8763736263736264,
C0021390,Inflammatory Bowel Diseases,100,80,62,43,0.1,0.01360759493670886,0.9805385833899072,0.00016789796244638625,3.084809624537282,
C0860207,Drug-Induced Liver Injury,145,119,57,143,0.5126050420168067,0.020367469021506907,0.9539600772698004,0.0006707742777656031,3.34416985085665,
C0010278,Craniosynostosis,11,11,10,7,0.18181818181818182,0.12727272727272726,0.9766666666666667,3.935770066120512e-05,2.7555555555555555,
C0079773,"Lymphoma, T-Cell, Cutaneous",21,21,8,29,0.42857142857142855,0.1380952380952381,0.9810333551340745,0.00012952277902815524,2.443452380952381,
C0079772,T-Cell Lymphoma,11,11,4,18,0.7272727272727273,0.32727272727272727,0.9877966101694915,6.802968110128757e-05,2.7083333333333335,
C0424295,Hyperactive behavior,31,30,25,18,0.16666666666666666,0.041379310344827586,0.9590443686006825,0.00010185852794215961,2.992,
C0037268,Skin Abnormalities,10,10,9,6,0.2,0.13333333333333333,0.9814241486068112,3.327126671635434e-05,2.8194444444444446,
C0677886,Epithelial ovarian cancer,22,19,17,8,0.10526315789473684,0.04678362573099415,0.9902080783353733,3.534533185080964e-05,2.84375,
C0282527,Infantile Refsum Disease (disorder),13,13,1,31,1.0,0.3974358974358974,0.8442211055276382,0.0001804238724112908,,
C0282525,"Adrenoleukodystrophy, Neonatal",13,13,1,31,1.0,0.3974358974358974,0.8442211055276382,0.0001804238724112908,,
C0019569,Hirschsprung Disease,16,10,7,6,0.3,0.13333333333333333,0.9547169811320755,3.475195991393417e-05,3.1825396825396823,
C1720887,Female Urogenital Diseases,18,18,15,8,0.1111111111111111,0.05228758169934641,0.9868312757201646,4.0437798585410385e-05,2.9904761904761905,
C0919267,ovarian neoplasm,101,97,32,216,0.6494845360824743,0.04639175257731959,0.9587155963302753,0.0007947475768217512,3.1781554019457245,
C0162871,"Aortic Aneurysm, Abdominal",11,11,8,10,0.2727272727272727,0.18181818181818182,0.9610894941634242,5.729217153555275e-05,2.6607142857142856,
C0042487,Venous Thrombosis,20,20,8,31,0.65,0.1631578947368421,0.8870673952641166,0.00017981384597681176,2.9807692307692304,
C0002622,Amnesia,17,17,13,13,0.17647058823529413,0.09558823529411764,0.9898595943837754,4.789985393562105e-05,3.0619658119658117,
C0020557,Hypertriglyceridemia,14,14,12,9,0.21428571428571427,0.0989010989010989,0.9543147208121827,5.191507243969135e-05,2.9898989898989896,
C0019080,Hemorrhage,16,16,13,13,0.1875,0.10833333333333334,0.9670468948035488,7.328932418181741e-05,2.7970085470085473,
C0038220,Status Epilepticus,67,67,29,89,0.4925373134328358,0.040253279059249206,0.9589483394833949,0.0004397263977629071,3.1737448375379413,
C1561643,Chronic Kidney Diseases,22,21,21,2,0.047619047619047616,0.009523809523809525,0.9917864476386037,1.067208179159687e-05,3.0952380952380953,
C0023473,"Myeloid Leukemia, Chronic",22,22,13,31,0.3181818181818182,0.1341991341991342,0.9732758620689655,0.00015813826045009785,2.5317460317460316,
C0023470,Myeloid Leukemia,17,17,11,21,0.4117647058823529,0.15441176470588236,0.9749552772808586,0.00011068297153874466,2.5298701298701296,
C0006663,Calcinosis,38,37,23,37,0.40540540540540543,0.05555555555555555,0.9596290234588107,0.00020181785017719549,2.9198945981554676,
C0003504,Aortic Valve Insufficiency,11,11,6,13,0.5454545454545454,0.23636363636363636,0.9762989972652689,7.0811250967077e-05,2.7444444444444445,
C1960469,Left ventricular noncompaction,12,12,9,7,0.3333333333333333,0.10606060606060606,0.9825,3.816321824795438e-05,2.6875,
C0030567,Parkinson Disease,110,96,54,114,0.4166666666666667,0.025,0.9643024894316581,0.0004919526968614398,3.02527370137433,
C0014170,Endometrial Neoplasms,51,50,27,63,0.42,0.05142857142857143,0.9718624385886556,0.0002824971043013183,2.87993487993488,
C0243026,Sepsis,21,21,12,26,0.3333333333333333,0.12380952380952381,0.9716929776810016,0.00013749406782715751,3.0620490620490624,
C0014175,Endometriosis,161,153,64,243,0.5490196078431373,0.02089783281733746,0.9549374130737135,0.000923381366579874,3.2562850371630137,
C0014859,Esophageal Neoplasms,70,65,19,124,0.7230769230769231,0.05961538461538462,0.9705358203635499,0.00042216932787303657,3.1083737713077015,
C0341106,Eosinophilic esophagitis,20,16,16,3,0.0625,0.025,0.9898132427843803,1.6045802208488043e-05,3.075,
C0005684,Malignant neoplasm of urinary bladder,16,16,15,8,0.125,0.06666666666666667,0.9807692307692307,4.378235360861046e-05,2.868131868131868,
C0752347,Lewy Body Disease,19,19,10,25,0.5263157894736842,0.14619883040935672,0.9845869297163995,0.00010115458959391156,2.597777777777778,
C3160718,"PARKINSON DISEASE, LATE-ONSET",21,16,9,16,0.4375,0.13333333333333333,0.9774170783345095,8.490510253794747e-05,2.6488095238095237,
C0311375,Arsenic Poisoning,60,59,43,41,0.288135593220339,0.02396259497369959,0.9791983764586504,0.000173227798432679,3.003843397824246,
C0007621,Neoplastic Cell Transformation,106,82,18,225,0.7682926829268293,0.06775067750677506,0.9621530698065601,0.0007113381667677753,2.9344589687726943,
